代码,名称,成交额
159100,巴西ETF华夏,24972052.3
159101,港股通科技ETF华夏,292379397.59999996
159102,港股通生物科技ETF华安,119814840.9
159103,金融科技ETF汇添富,9497065.6
159105,恒生生物科技ETF易方达,213218902.8
159106,民企300ETF前海开源,1511040.0
159107,创业板软件ETF富国,40577328.6
159108,工业软件ETF博时,6444818.4
159109,恒生50ETF景顺,31685612.8
159110,科创债ETF万家,834154716.0
159111,科创债ETF天弘,7659769660.5
159112,科创债ETF银华,6888972620.2
159113,科创债ETF大成,448897280.0
159115,科创债ETF华安,1525321722.4
159116,科创债ETF工银,5662719794.400001
159117,港股通红利低波ETF鹏华,4234608.3
159118,港股通红利低波ETF华夏,5533682.7
159119,800现金流ETF招商,8906059.8
159120,港股通科技ETF国联安,17971790.2
159121,港股通汽车ETF易方达,109902232.0
159122,创业板新能源ETF富国,4899405.0
159123,光伏ETF嘉实,14004829.6
159125,港股通科技ETF招商,26465805.6
159126,港股通50ETF南方,5892565.5
159127,港股通红利ETF南方,16754842.2
159128,港股科技ETF天弘,89961732.0
159129,化工ETF嘉实,39250884.0
159130,恒生生物科技ETF鹏华,19500523.2
159131,港股通信息技术ETF华宝,2398666995.0
159132,恒生生物科技ETF富国,60505009.8
159133,化工ETF天弘,45039348.9
159135,港股通科技ETF前海开源,11719647.0
159136,A50ETF广发,1088504.0
159137,港股通医疗ETF华宝,65137754.5
159138,工程机械ETF易方达,12824174.5
159139,科创创业人工智能ETF华泰柏瑞,48457075.2
159140,科创创业人工智能ETF易方达,83586686.4
159141,科创创业人工智能ETF永赢,69406044.8
159142,科创创业人工智能ETF景顺,120902163.2
159143,港股通央企红利ETF平安,4046736.4
159145,工业软件ETF广发,7305858.0
159146,电力ETF华宝,26830507.999999996
159147,电池ETF南方,19154877.0
159148,石油ETF富国,37704771.0
159149,创业板新能源ETF工银,8306944.399999999
159150,深证50ETF易方达,15890454.2
159151,食品ETF华夏,11410836.0
159152,港股通科技ETF平安,59209900.8
159153,消费电子ETF鹏华,34687892.0
159155,电池ETF大成,18112570.5
159156,电池ETF万家,4922205.6
159157,有色金属ETF天弘,143409365.0
159158,电力ETF景顺,31978974.4
159159,公用事业ETF国投瑞银,3089508.6
159160,电池ETF东财,13591016.999999998
159162,工业有色ETF鹏华,12428472.0
159163,有色ETF泰康,7369391.2
159165,养殖ETF永赢,7501890.0
159166,现金流ETF长城,1832232.8
159167,港股通医疗ETF工银,38289594.7
159168,有色ETF富国,37319474.4
159169,恒生生物科技ETF广发,45958169.6
159170,港股通互联网ETF永赢,30604650.6
159171,工业有色ETF博时,6059280.5
159172,养殖ETF汇添富,14680016.0
159173,农牧ETF南方,7556073.5
159175,电池ETF易方达,24030702.4
159176,家电ETF华宝,9541793.2
159177,工程机械ETF鹏华,15116313.3
159178,消费电子ETF汇添富,23880944.0
159179,港股通互联网ETF工银,27651372.9
159180,软件ETF银华,4569770.399999999
159181,石油ETF易方达,10761979.2
159182,家电ETF南方,669120.0
159183,新能源车ETF招商,6228355.199999999
159185,港股通信息技术ETF鹏华,407907536.0
159186,港股通汽车ETF鹏华,3447386.6
159187,创业板新能源ETF景顺,4341600.0
159188,红利100ETF景顺,2108684.3000000003
159189,石油ETF华夏,9400292.4
159190,创业板新能源ETF天弘,15589063.0
159191,港股通科技ETF易方达,3751582.8
159192,家电ETF汇添富,3933456.8
159193,新能源电池ETF银华,12706056.0
159195,石油ETF华安,13109588.2
159196,港股通信息技术ETF易方达,730073976.0
159197,石油ETF招商,15936078.4
159198,港股通信息技术ETF富国,209824993.4
159199,石油ETF平安,2024023.4
159200,科创债ETF富国,3156575452.2
159201,自由现金流ETF华夏,484928955.00000006
159202,恒生互联网ETF万家,111195883.4
159203,大盘成长ETF博时,605640.0
159205,创业板ETF东财,87154315.5
159206,卫星ETF永赢,2316365289.0
159207,高股息ETF广发,81007876.80000001
159208,航空航天ETF万家,34419226.5
159209,红利质量ETF招商,78138188.80000001
159210,港股通汽车ETF汇添富,40765896.6
159211,深证100ETF富国,2582981.1
159212,深100ETF南方,18987990.6
159213,机器人ETF汇添富,109818499.7
159215,A500ETF平安,12412461.6
159216,深证100ETF大成,5180129.1
159217,港股通创新药ETF工银,1034620445.4
159218,卫星ETF招商,253678464.9
159219,深证100ETF融通,1783761.7
159220,港股通红利低波ETF华宝,51197218.8
159221,现金流ETF嘉实,41538588.0
159222,自由现金流ETF易方达,75641899.19999999
159223,现金流ETF永赢,6629081.199999999
159225,现金流ETF银华,3041174.9999999995
159226,中证A500增强ETF国泰,21185883.6
159227,航空航天ETF华夏,454577052.7
159228,红利低波ETF长城,260934.6
159229,自由现金流ETF广发,16328020.8
159230,通用航空ETF华夏,29642487.9
159231,通用航空ETF华宝,9685554.0
159232,自由现金流ETF南方,190937893.7
159233,自由现金流ETF平安,26649537.6
159235,中证现金流ETF大成,62971683.900000006
159236,自由现金流ETF工银,6902162.0
159237,港股汽车ETF工银,21112779.6
159238,沪深300增强ETF景顺,6300395.4
159239,港股通汽车ETF富国,20548659.6
159240,A500增强ETF天弘,1266735.7
159241,航空航天ETF天弘,155398330.0
159242,创业板人工智能ETF大成,126526173.5
159243,创业板人工智能ETF招商,67696747.7
159245,港股通消费ETF富国,4099762.8
159246,创业板人工智能ETF富国,137276525.4
159247,创业板ETF汇添富,37510326.8
159248,人工智能ETF万家,24977232.0
159249,A500增强ETF工银,12535586.4
159251,港股通科技ETF万家,20801723.7
159253,银行ETF博时,7079818.2
159255,通用航空ETF易方达,9359142.1
159256,创业板软件ETF华夏,63252779.0
159257,航空ETF汇添富,8725672.2
159258,机器人ETF南方,71388810.0
159259,成长ETF易方达,625283982.4
159260,证券ETF博时,26074665.0
159261,创业板新能源ETF鹏华,4563837.0
159262,港股通科技ETF广发,805026860.4
159263,价值ETF易方达,269297493.0
159265,港股消费ETF鹏华,10181196.8
159266,港股央企红利ETF永赢,19043890.0
159267,航天ETF华安,190178833.6
159268,港股通消费ETF汇添富,34130432.2
159269,港股通科技ETF南方,121150784.9
159270,创业板200ETF南方,11072376.0
159271,恒生ETF鹏华,3688921.6
159272,机器人ETF富国,630546732.5
159273,云计算ETF汇添富,22174166.6
159275,农牧渔ETF华宝,17468137.5
159276,现金流ETF汇添富,3397479.5999999996
159277,港股通红利ETF富国,8543372.1
159278,机器人ETF鹏华,559751595.0
159279,创业板人工智能ETF华安,98318846.7
159280,港股通互联网ETF汇添富,8649406.0
159281,港股央企红利ETF天弘,93281502.4
159283,通用航空ETF南方,12955207.7
159285,港股通消费ETF华安,12897058.5
159286,港股通创新药ETF鹏华,228648225.6
159287,创业板综ETF博时,8277815.0
159288,创业板综ETF银华,1269114.0
159289,创业板综指ETF鹏华,2187750.0
159290,创业板综指增强ETF东财,3714621.9
159291,创业板综增强ETF招商,879878.8
159292,创业板综增强ETF华宝,1787262.4
159293,创业板综增强ETF建信,7642736.9
159295,创业综指ETF西部利得,7042514.4
159296,A500红利低波ETF华宝,3584660.8
159297,港股通创新药ETF南方,497118925.0
159298,创业板50ETF大成,5895184.399999999
159299,金融科技ETF易方达,20037679.299999997
159300,沪深300ETF富国,60524442.5
159301,公用事业ETF华夏,22318830.0
159302,港股高股息ETF银华,7397487.600000001
159303,恒生医疗ETF大成,335002619.1
159305,储能电池ETF广发,51626357.5
159306,汽车零部件ETF平安,8007595.2
159307,红利低波100ETF博时,95125611.9
159309,油气ETF汇添富,52847251.2
159310,芯片ETF天弘,42707029.4
159311,数字经济ETF易方达,3387138.6
159312,恒指港股通ETF广发,6359605.000000001
159315,黄金股ETF工银,44284520.0
159316,港股通创新药ETF易方达,1559023424.0000002
159318,恒指港股通ETF银华,1601779.2
159320,电网设备ETF广发,79783272.0
159321,黄金股ETF华安,80474226.80000001
159322,黄金股ETF平安,25237469.8
159323,港股通汽车ETF华夏,142395467.5
159325,半导体ETF南方,234146179.8
159326,电网设备ETF华夏,834989884.0
159327,半导体设备ETF万家,452751495.0
159328,家电ETF易方达,4845418.2
159329,沙特ETF南方,23336505.6
159330,沪深300ETF东财,21669605.1
159331,红利港股ETF国泰,5897016.0
159332,央企红利ETF富国,1919352.4
159333,港股央企红利ETF万家,15128978.1
159335,央企科创ETF融通,4933319.8
159336,央企红利ETF融通,8751202.4
159337,中证500ETF东财,14034582.9
159338,中证A500ETF国泰,3452255343.6
159339,A500ETF银华,76047515.7
159350,深证50ETF富国,67687000.2
159351,A500ETF嘉实,474767874.0
159352,A500ETF南方,2643339618.0
159353,中证A500ETF景顺,191369415.0
159355,800红利低波ETF华宝,720027.0
159356,A500ETF万家,81597037.5
159357,A500ETF博时,17167305.5
159358,中证A500ETF大成,62667027.599999994
159359,A500ETF华安,29278297.6
159360,A500ETF天弘,40712416.2
159361,A500ETF易方达,1731702172.8000002
159362,A500ETF工银,35139812.4
159363,创业板人工智能ETF华宝,1305290009.2
159365,恒指港股通ETF富国,2646033.0
159366,港股医疗ETF永赢,129300382.8
159367,创业板50ETF华夏,13959679.999999998
159368,创业板新能源ETF华夏,266273346.0
159369,创业板50ETF易方达,16889239.4
159370,创50ETF工银,2859400.0
159371,创业板50ETF富国,14069281.599999998
159372,创业板50ETF万家,4539762.5
159373,创业板50ETF嘉实,77947289.60000001
159375,创业板50ETF国泰,18349216.0
159376,A500ETF浦银,16535265.5
159377,创业板医药ETF国泰,36564753.5
159378,通用航空ETF永赢,38839510.5
159379,A500ETF融通,468356.6
159380,A500ETF东财,10447205.4
159381,创业板人工智能ETF华夏,453819648.2000001
159382,创业板人工智能ETF南方,152935596.0
159383,创业板50ETF华泰柏瑞,8900673.0
159385,数字经济ETF富国,16822291.2
159386,A500ETF永赢,26126447.200000003
159387,创业板新能源ETF国泰,315377712.0
159388,创业板人工智能ETF国泰,192329116.8
159389,数字经济ETF嘉实,12014148.3
159390,中证A50ETF国联,8573975.2
159391,大盘价值ETF博时,4125951.0
159392,航空ETF富国,9577998.4
159393,沪深300ETF万家,21312292.7
159395,信用债ETF大成,1632508229.8
159396,信用债ETF博时,56063988.599999994
159397,信用债ETF广发,3463862763.3999996
159398,信用债ETF天弘,1697195294.0
159399,现金流ETF国泰,152361429.0
159400,科创债ETF景顺,278276808.0
159500,中证500ETF富国,15364641.6
159501,纳指ETF嘉实,110674998.8
159502,标普生物科技ETF嘉实,815823463.0
159505,国证2000ETF博时,3031384.6
159506,港股通创新药医疗ETF富国,821103934.4
159507,通信ETF广发,80395087.6
159508,生物医药ETF华安,11026704.0
159509,纳指科技ETF景顺,607586404.8000001
159510,沪深300价值ETF华夏,5129917.7
159511,通信ETF南方,26338496.8
159512,汽车ETF广发,21670740.0
159513,纳斯达克100ETF大成,159865574.4
159515,国企红利ETF鹏扬,1318923.1
159516,半导体设备ETF国泰,8368445441.0
159517,中证800增强ETF银华,1986723.9
159518,标普油气ETF嘉实,232398565.49999997
159519,港股国企ETF国泰,70130902.8
159520,消费龙头ETF工银,3585774.7
159521,国证2000ETF平安,1242301.0
159523,沪深300成长ETF华夏,13213419.0
159525,红利低波ETF富国,20357388.8
159526,机器人ETF嘉实,83106123.1
159527,云计算ETF广发,8531347.799999999
159528,国企改革ETF富国,1310301.3
159529,标普消费ETF景顺,60440194.8
159530,机器人ETF易方达,2917655246.4
159531,中证2000ETF南方,168213942.4
159532,中证2000ETF易方达,34283064.0
159533,中证2000ETF博时,2398369.6
159535,中证2000ETF嘉实,4468871.0
159536,中证2000ETF汇添富,20692085.7
159537,信创ETF国泰,14811622.4
159538,信创ETF富国,83984992.9
159539,信创ETF广发,12211170.4
159540,信创ETF易方达,79694497.19999999
159541,创业板综ETF万家,13858812.0
159542,工程机械ETF大成,7358481.0
159543,国证2000ETF工银,5826649.5
159545,恒生红利低波ETF易方达,141280439.4
159546,集成电路ETF国泰,99795659.8
159547,红利低波ETF华夏,130713285.6
159549,红利低波ETF天弘,7055041.999999999
159550,互联网ETF东财,5400217.2
159551,机器人ETF国泰,69763578.0
159552,中证2000增强ETF招商,111017315.4
159553,中证2000增强ETF海富通,1842038.0
159555,中证2000增强ETF银华,4840843.0
159556,中证2000增强ETF平安,700638.4
159557,恒生医疗ETF嘉实,142410786.4
159558,半导体设备ETF易方达,2510657298.4
159559,机器人ETF景顺,417748825.2000001
159560,芯片ETF景顺,50860374.2
159561,德国ETF嘉实,136791709.5
159562,黄金股ETF华夏,253594136.0
159563,创业板综ETF华夏,5557056.0
159565,汽车零部件ETF易方达,56393675.0
159566,储能电池ETF易方达,317769252.20000005
159567,港股创新药ETF银华,2027281214.2
159568,港股互联网ETF博时,82344108.0
159569,港股红利低波ETF景顺,105226248.0
159570,港股通创新药ETF汇添富,4288880076.8
159571,创业板200ETF富国,410176.0
159572,创业板200ETF易方达,27340551.5
159573,创业板200ETF华夏,28120285.9
159575,创业板200ETF银华,4985616.1
159576,深证100ETF广发,10210762.8
159577,美国50ETF汇添富,90365064.7
159578,深证主板50ETF南方,311243.39999999997
159581,红利ETF万家,20477781.8
159582,半导体ETF博时,156550203.60000002
159583,通信ETF富国,550082535.6
159586,计算机ETF南方,8228942.000000001
159587,粮食ETF广发,13343670.0
159588,石油ETF景顺,62513095.99999999
159589,红利ETF广发,12232891.2
159590,软件ETF汇添富,29890963.5
159591,A50ETF富国,16880924.799999997
159592,A50ETF银华,29305438.8
159593,中证A50ETF平安,37245821.2
159595,中证A50ETF大成,57481065.2
159596,A50ETF华宝,13866336.0
159597,创业板成长ETF易方达,62863543.8
159599,芯片ETF东财,368056493.0
159600,科创债ETF嘉实,3500414451.0
159601,A50ETF华夏,64121349.599999994
159602,中国A50ETF南方,8823985.200000001
159603,科创创业ETF天弘,15707509.999999998
159605,中概互联ETF广发,343189971.3
159606,中证500成长ETF易方达,19117216.0
159607,中概互联网ETF嘉实,141239586.5
159608,稀有金属ETF广发,204436199.1
159609,光伏ETF浦银,13078459.8
159610,中证500增强ETF景顺,14739299.2
159611,电力ETF广发,362698856.0
159612,标普500ETF国泰,20795300.4
159613,信息安全ETF嘉实,4826242.2
159615,恒生生物科技ETF南方,136403367.1
159616,农牧ETF建信,8387857.2
159617,中证500价值ETF华夏,2067333.3
159618,光伏ETF华安,4171728.8
159619,基建ETF国泰,3094761.6
159620,中证500成长ETF华夏,3927698.5
159621,ESGETF国泰,3661511.0
159622,创新药ETF东财,272495939.3
159623,成渝经济圈ETF博时,3614078.6
159625,绿色电力ETF嘉实,50701953.900000006
159627,A100ETF华夏,7325640.000000001
159628,国证2000ETF万家,75676644.8
159629,中证1000ETF富国,162724728.6
159630,A100ETF汇添富,4574005.4
159631,A100ETF招商,4083721.5
159632,纳斯达克ETF华安,359725860.0
159633,中证1000ETF易方达,501787320.5
159635,基建ETF华夏,29888799.799999997
159636,港股通科技30ETF工银,1242876879.4
159637,新能源车ETF东财,9378356.4
159638,高端装备ETF嘉实,60894964.8
159639,碳中和ETF南方,7285388.0
159640,碳中和龙头ETF工银,3619312.5
159641,碳中和ETF招商,8094095.1
159642,碳中和ETF大成,294804.9
159643,疫苗ETF国泰,5107706.600000001
159645,疫苗ETF富国,1240318.8
159647,中药ETF鹏华,22277440.0
159649,国开债ETF华安,299994236.6
159650,国开债ETF博时,182141211.5
159651,国开债ETF平安,132189750.0
159652,有色ETF汇添富,186054981.0
159653,ESG300ETF国联安,52790.4
159655,标普500ETF华夏,74839099.7
159656,沪深300成长ETF万家,11408525.7
159657,疫苗ETF鹏华,1835422.4
159658,数字经济ETF华安,16456768.2
159659,纳斯达克100ETF招商,264420387.0
159660,纳指ETF汇添富,113318091.9
159661,A100ETF嘉实,7620137.8
159662,交运ETF南方,3579928.0
159663,机床ETF华夏,125841631.1
159665,半导体龙头ETF工银,82356259.30000001
159666,交通运输ETF华夏,14078223.6
159667,工业母机ETF国泰,508168663.2
159669,绿色电力ETF国泰,5091529.9
159670,消费50ETF国联安,1203952.4
159671,稀有金属ETF工银,69323664.0
159672,消费ETF博时,6151541.699999999
159673,沪深300ETF鹏华,47121016.8
159675,创业板增强ETF嘉实,7932860.0
159676,创业板增强ETF富国,10657893.6
159677,中证1000增强ETF银华,13044362.5
159678,500增强ETF博时,9063025.4
159679,中证1000增强ETF国泰,5079604.2
159680,中证1000增强ETF招商,97120582.4
159681,创业板50ETF鹏华,191242940.7
159682,创业板50ETF景顺,833366276.6
159685,1000增强ETF天弘,3213103.6
159686,A100ETF易方达,7894656.0
159687,亚太精选ETF南方,1031521260.0
159688,恒生互联网ETF华安,110193552.0
159689,消费ETF南方,1443355.2
159690,有色矿业ETF招商,24206175.0
159691,港股红利ETF工银,182545187.5
159692,证券ETF东财,189993048.0
159695,通信ETF嘉实,84628643.8
159696,纳指ETF易方达,43581500.0
159697,石油ETF鹏华,82358389.0
159698,粮食ETF鹏华,27463642.2
159699,恒生消费ETF广发,27835110.8
159700,科创债ETF南方,7215477336.6
159701,物联网ETF招商,2457815.5
159703,新材料ETF天弘,5421889.2
159706,深证100ETF华安,3624468.0
159707,地产ETF华宝,49249307.0
159708,红利ETF西部利得,20374396.200000003
159709,物联网ETF工银,1580475.0
159711,港股通50ETF华夏,20457010.0
159712,港股通50ETF国泰,27001145.6
159713,稀土ETF富国,78709863.2
159715,稀土ETF易方达,91916203.2
159716,深证100ETF华宝,2152969.2
159717,ESGETF鹏华,1680924.7
159718,港股医药ETF平安,60026964.8
159719,国企ETF平安,6768951.0
159720,智能车ETF泰康,681860.0
159721,深证100ETF永赢,5488545.9
159723,科技龙头ETF汇添富,1733863.6
159725,线上消费ETF工银,7799641.8
159726,港股通高股息ETF华夏,14929212.6
159728,在线消费ETF南方,4534721.4
159729,互联网ETF汇添富,1315657.2
159730,家电ETF博时,3910881.8
159731,石化ETF华夏,61143203.0
159732,消费电子ETF华夏,1012734130.1
159735,港股消费ETF银华,34622236.800000004
159736,食品饮料ETF天弘,18855312.0
159738,云计算ETF华泰柏瑞,27255711.6
159739,云计算ETF鹏华,26750912.2
159740,恒生科技ETF大成,1040706054.0
159741,恒生科技ETF嘉实,128354027.4
159742,恒生科技ETF博时,158955673.79999998
159743,湖北ETF博时,1750954.4
159745,建材ETF国泰,64177168.900000006
159747,香港科技ETF南方,75695084.0
159748,创新药ETF富国,319698094.0
159750,港股科技50ETF招商,65896887.3
159751,港股通科技ETF鹏华,36412421.4
159752,新能源ETF申万菱信,41115620.2
159755,电池ETF广发,395987929.5
159757,电池ETF景顺,11786961.6
159758,红利质量ETF华夏,113963078.7
159760,医疗健康ETF泰康,2164562.4
159761,新材料ETF国泰,30693187.2
159763,新材料ETF建信,8498689.2
159766,旅游ETF富国,119206839.2
159767,电池龙头ETF兴银,4289436.2
159768,房地产ETF银华,49100700.6
159770,机器人ETF天弘,497534121.00000006
159773,创业板科技ETF华泰柏瑞,4490957.5
159775,电池ETF建信,14755558.1
159776,港股医药ETF银华,49344512.4
159777,创科技ETF国联安,3074696.2
159778,工业互联网ETF鹏华,4969123.2
159779,消费电子ETF招商,19357643.4
159780,科创创业50ETF南方,338663914.40000004
159781,科创创业ETF易方达,1100171747.5
159782,双创50ETF银华,49591872.0
159783,科创创业50ETF华夏,340396431.0
159786,VRETF银华,32198544.6
159787,建材ETF易方达,885703.5
159788,港股通100ETF易方达,8911594.8
159790,碳中和ETF华夏,14877492.8
159791,300ESGETF华夏,2291423.1999999997
159792,港股通互联网ETF富国,1972132019.1
159793,线上消费ETF平安,693719.2000000001
159795,智能汽车ETF汇添富,5719854.0
159796,电池ETF汇添富,215359267.2
159797,医疗器械ETF汇添富,5036225.4
159798,消费ETF易方达,11668080.0
159800,中证800ETF鹏华,914457.2
159801,芯片ETF广发,399274786.1
159804,创中盘88ETF国寿,166875.0
159805,传媒ETF鹏华,29357668.799999997
159806,新能源车ETF国泰,23315486.4
159807,科技ETF易方达,66645164.00000001
159808,创100ETF融通,3195608.1
159810,创业板ETF浦银,4578454.600000001
159811,5GETF博时,58493865.0
159812,黄金ETF前海开源,40223184.0
159813,半导体ETF鹏华,737298230.0
159814,创业大盘ETF西部利得,60564098.0
159816,0-4年地方债ETF鹏华,1513798813.8
159819,人工智能ETF易方达,773240172.0
159820,中证500ETF天弘,10962822.2
159821,创业板ETF中银证券,2304320.0
159822,新经济ETF银华,4482997.399999999
159824,新能源车ETF博时,3140363.0999999996
159825,农业ETF富国,77380045.69999999
159827,农业ETF银华,1654735.3
159828,医疗ETF国泰,57580263.2
159830,金ETF天弘,39130687.2
159831,金ETF嘉实,51950031.7
159834,金ETF南方,56486664.0
159835,创新药ETF建信,37571992.0
159836,创业板300ETF天弘,1626559.0
159837,生物科技ETF易方达,54740589.8
159838,医药50ETF博时,12136314.8
159839,生物医药ETF汇添富,83208963.89999999
159840,锂电池ETF工银,81142072.0
159841,证券ETF天弘,583116284.6999999
159842,券商ETF银华,451644270.7
159843,食品饮料ETF招商,8339622.2
159845,中证1000ETF华夏,1511951556.9
159847,医疗ETF易方达,31726541.6
159848,证券ETF国联安,6788109.600000001
159849,生物科技ETF招商,4754991.3
159850,恒生国企ETF华夏,9191128.8
159851,金融科技ETF华宝,254833451.5
159852,软件ETF嘉实,278824719.0
159855,影视ETF银华,8019758.6
159856,互联网龙头ETF工银,2362388.4000000004
159857,光伏ETF天弘,102282190.8
159858,创新药ETF南方,68937338.6
159859,生物医药ETF天弘,237678248.0
159861,碳中和50ETF国泰,1889390.8
159862,食品饮料ETF银华,2044443.6
159863,光伏ETF鹏华,6060212.100000001
159864,光伏ETF国泰,23682103.5
159865,养殖ETF国泰,292151511.6
159866,日经ETF工银,311020154.40000004
159867,养殖ETF鹏华,42546923.4
159869,游戏ETF华夏,605634754.5
159870,化工ETF鹏华,700477128.4
159871,有色ETF银华,40391475.5
159872,智能网联汽车ETF鹏华,915916.2
159873,医疗设备ETF天弘,11532034.8
159875,新能源ETF嘉实,49218772.5
159876,有色ETF华宝,188448610.0
159877,医疗ETF南方,1237320.0
159880,有色ETF鹏华,43094320.1
159881,有色金属ETF国泰,22930815.0
159883,医疗器械ETF永赢,85658623.0
159885,碳中和ETF鹏华,2686607.0
159886,机械ETF富国,4026813.6
159887,银行ETF富国,86404548.5
159888,智能汽车ETF华夏,30767784.5
159889,智能汽车ETF国泰,2167732.8000000003
159890,云计算ETF招商,19841810.2
159891,医疗ETF建信,12995564.4
159892,恒生医药ETF华夏,965699949.5
159895,物联网ETF易方达,4873807.6
159896,物联网ETF南方,3318974.0999999996
159898,医疗器械ETF招商,10457136.0
159899,软件ETF招商,12230481.0
159901,深证100ETF易方达,450585985.2000001
159902,中小100ETF华夏,13009994.6
159903,深成ETF南方,35014709.1
159905,红利ETF工银,25198246.799999997
159906,深成长ETF大成,23638097.5
159907,国证2000ETF广发,9409257.8
159908,创业板ETF博时,34379814.0
159909,TMT50ETF招商,14257210.9
159910,基本面120ETF嘉实,8317332.6
159912,深300ETF汇添富,1398126.4
159913,深价值ETF交银,353864.0
159915,创业板ETF易方达,5551757084.5
159916,基本面ETF建信,1073059.0
159918,中创400ETF嘉实,1599585.1
159919,沪深300ETF嘉实,5530298822.4
159920,恒生ETF华夏,723421944.0
159922,中证500ETF嘉实,657756072.0
159923,中证A100ETF大成,1191750.0
159925,沪深300ETF南方,69433837.2
159928,消费ETF汇添富,254244732.4
159929,医药ETF汇添富,134143450.4
159930,能源ETF汇添富,113807214.0
159931,金融地产ETF汇添富,122519.6
159933,金融地产ETF国投瑞银,123475.0
159934,黄金ETF易方达,1085729273.6
159935,中证500ETF景顺,2339270.5
159936,可选消费ETF广发,6233584.0
159937,黄金ETF博时,672422559.3
159938,医药ETF广发,72043099.9
159939,信息技术ETF广发,109580144.7
159940,金融地产ETF广发,4186682.1
159941,纳指ETF广发,1464956824.6
159943,深证成指ETF大成,25870090.5
159944,材料ETF广发,7873611.199999999
159945,能源ETF广发,15217875.000000002
159948,创业板ETF南方,123987692.0
159949,创业板50ETF华安,2134319391.6
159952,创业板ETF广发,547199720.7
159954,恒生中国企业ETF南方,1892586.4
159956,创业板ETF建信,8841404.0
159957,创业板ETF华夏,254490012.0
159958,创业板ETF工银,6402730.1
159959,央企ETF银华,348192.0
159960,恒生中国企业ETF平安,6314334.0
159961,深100ETF方正富邦,3569160.0
159964,创业板ETF平安,5504269.8
159965,央视50ETF国联,806050.0
159966,创业板价值ETF华夏,6913860.0
159967,创业板成长ETF华夏,707279187.0
159968,中证500ETF博时,23458920.0
159970,深100ETF工银,341172.39999999997
159971,创业板ETF富国,65120766.5
159972,5年地方债ETF鹏华,546867653.5
159973,民企ETF弘毅远方,685483.2000000001
159974,央企创新ETF富国,1315925.6
159975,深100ETF招商,3212901.5999999996
159976,湾创ETF工银,70329.6
159977,创业板ETF天弘,402273332.8
159980,有色ETF大成,405847225.1
159981,能源化工ETF建信,269329600.2
159982,中证500ETF鹏华,15138695.999999998
159985,豆粕ETF华夏,314378284.5
159991,创业板大盘ETF招商,11845164.8
159992,创新药ETF银华,1560500063.8
159993,证券ETF鹏华,188632080.0
159994,通信ETF银华,345849717.5
159995,芯片ETF华夏,1715102100.0
159996,家电ETF国泰,162932070.0
159997,电子ETF天弘,142819799.2
159998,计算机ETF天弘,89078844.0
161226,国投白银LOF,488584503.2
501018,南方原油LOF,260293662.99999997
510010,180治理ETF交银,6087.6
510020,超大盘ETF博时,6282441.0
510030,价值ETF华宝,6831763.0
510040,上证180ETF鹏华,2872982.6
510050,上证50ETF华夏,1621354308.5
510060,央企ETF工银,2571970.8000000003
510090,责任ETF建信,33340.799999999996
510100,上证50ETF易方达,411104209.6
510130,上证中盘ETF易方达,2775380.0
510140,N上证综指ETF华夏,70882346.7
510150,消费ETF招商,37394517.6
510160,产业升级ETF南方,2157990.4
510170,大宗商品ETF国联安,22321170.0
510180,上证180ETF华安,250191017.99999997
