代码,名称,成交额
159140,科创创业人工智能ETF易方达,114871337.6
159141,科创创业人工智能ETF永赢,207355406.4
159142,科创创业人工智能ETF景顺,142523887.5
159143,港股通央企红利ETF平安,2057036.8
159145,工业软件ETF广发,17293906.0
159146,电力ETF华宝,37283262.4
159147,电池ETF南方,49344308.4
159148,石油ETF富国,12867801.2
159149,创业板新能源ETF工银,8793360.8
159150,深证50ETF易方达,11481296.8
159151,食品ETF华夏,14475736.0
159152,港股通科技ETF平安,17112452.1
159153,消费电子ETF鹏华,41812724.4
159155,电池ETF大成,22580957.1
159156,电池ETF万家,9617168.0
159157,有色金属ETF天弘,121523659.0
159158,电力ETF景顺,39640051.49999999
159159,公用事业ETF国投瑞银,4541853.6
159160,电池ETF东财,23129544.8
159162,工业有色ETF鹏华,14290525.0
159163,有色ETF泰康,5385750.0
159165,养殖ETF永赢,13330468.8
159166,现金流ETF长城,2132592.2
159167,港股通医疗ETF工银,20494812.4
159168,有色ETF富国,43704649.8
159169,恒生生物科技ETF广发,28189683.5
159170,港股通互联网ETF永赢,6482380.5
159171,工业有色ETF博时,5929097.2
159172,养殖ETF汇添富,23088549.0
159173,农牧ETF南方,9848556.9
159175,电池ETF易方达,34048456.199999996
159176,家电ETF华宝,9230356.8
159177,工程机械ETF鹏华,12612000.8
159178,消费电子ETF汇添富,29655837.0
159179,港股通互联网ETF工银,5422692.6
159180,软件ETF银华,3962574.2
159181,石油ETF易方达,11894393.4
159182,家电ETF南方,380013.3
159183,新能源车ETF招商,5991084.8
159185,港股通信息技术ETF鹏华,98179703.3
159186,港股通汽车ETF鹏华,899476.5
159187,创业板新能源ETF景顺,6206619.3
159188,红利100ETF景顺,2838210.0
159189,石油ETF华夏,13396971.6
159190,创业板新能源ETF天弘,16571781.599999998
159191,港股通科技ETF易方达,3655470.0
159192,家电ETF汇添富,4071990.0
159193,新能源电池ETF银华,21992412.9
159195,石油ETF华安,15749520.0
159196,港股通信息技术ETF易方达,218694456.9
159197,石油ETF招商,16224963.3
159198,港股通信息技术ETF富国,90109211.4
159199,石油ETF平安,5928321.6
159200,科创债ETF富国,2413187235.6
159201,自由现金流ETF华夏,326866618.3
159202,恒生互联网ETF万家,43374081.6
159203,大盘成长ETF博时,405946.7
159205,创业板ETF东财,71471792.6
159206,卫星ETF永赢,2284282320.0
159207,高股息ETF广发,117539354.4
159208,航空航天ETF万家,22602996.0
159209,红利质量ETF招商,152001964.2
159210,港股通汽车ETF汇添富,6711562.0
159211,深证100ETF富国,2476560.5999999996
159212,深100ETF南方,17294100.599999998
159213,机器人ETF汇添富,57485363.1
159215,A500ETF平安,11411265.6
159216,深证100ETF大成,6424135.199999999
159217,港股通创新药ETF工银,512186347.4
159218,卫星ETF招商,220826487.0
159219,深证100ETF融通,495183.8
159220,港股通红利低波ETF华宝,9226519.2
159221,现金流ETF嘉实,72555951.0
159222,自由现金流ETF易方达,70946308.6
159223,现金流ETF永赢,7693898.899999999
159225,现金流ETF银华,8442795.6
159226,中证A500增强ETF国泰,13520980.2
159227,航空航天ETF华夏,308529774.0
159228,红利低波ETF长城,135419.0
159229,自由现金流ETF广发,52435653.400000006
159230,通用航空ETF华夏,24028920.0
159231,通用航空ETF华宝,10949221.2
159232,自由现金流ETF南方,207184066.2
159233,自由现金流ETF平安,40201442.4
159235,中证现金流ETF大成,103923433.2
159236,自由现金流ETF工银,8297173.2
159237,港股汽车ETF工银,5630612.899999999
159238,沪深300增强ETF景顺,7376112.0
159239,港股通汽车ETF富国,3890871.6
159240,A500增强ETF天弘,690905.6
159241,航空航天ETF天弘,110268889.5
159242,创业板人工智能ETF大成,96230132.0
159243,创业板人工智能ETF招商,29829338.0
159245,港股通消费ETF富国,1554070.0
159246,创业板人工智能ETF富国,198425448.0
159247,创业板ETF汇添富,24362058.0
159248,人工智能ETF万家,34083195.599999994
159249,A500增强ETF工银,18188989.0
159251,港股通科技ETF万家,3422626.5999999996
159253,银行ETF博时,6411865.5
159255,通用航空ETF易方达,8513947.2
159256,创业板软件ETF华夏,56425305.2
159257,航空ETF汇添富,10123189.3
159258,机器人ETF南方,31798788.0
159259,成长ETF易方达,703039418.4000001
159260,证券ETF博时,30815169.0
159261,创业板新能源ETF鹏华,6350985.4
159262,港股通科技ETF广发,152557051.2
159263,价值ETF易方达,386781169.5
159265,港股消费ETF鹏华,20504058.2
159266,港股央企红利ETF永赢,10526019.0
159267,航天ETF华安,145642913.5
159268,港股通消费ETF汇添富,22699182.6
159269,港股通科技ETF南方,21014261.4
159270,创业板200ETF南方,15396451.2
159271,恒生ETF鹏华,1536500.0
159272,机器人ETF富国,267879184.0
159273,云计算ETF汇添富,43044961.8
159275,农牧渔ETF华宝,12521757.6
159276,现金流ETF汇添富,5353127.2
159277,港股通红利ETF富国,4526720.0
159278,机器人ETF鹏华,263763122.7
159279,创业板人工智能ETF华安,42689437.5
159280,港股通互联网ETF汇添富,3115625.7
159281,港股央企红利ETF天弘,38602053.0
159283,通用航空ETF南方,9520909.5
159285,港股通消费ETF华安,8332661.6
159286,港股通创新药ETF鹏华,117027567.9
159287,创业板综ETF博时,3053115.0
159288,创业板综ETF银华,2165481.5
159289,创业板综指ETF鹏华,1956930.0
159290,创业板综指增强ETF东财,4584312.4
159291,创业板综增强ETF招商,1422481.5
159292,创业板综增强ETF华宝,3179728.1999999997
159293,创业板综增强ETF建信,8103108.000000001
159295,创业综指ETF西部利得,8236200.1
159296,A500红利低波ETF华宝,3664676.4
159297,港股通创新药ETF南方,237781331.7
159298,创业板50ETF大成,11254577.4
159299,金融科技ETF易方达,32993105.6
159300,沪深300ETF富国,55717594.2
159301,公用事业ETF华夏,22081796.5
159302,港股高股息ETF银华,2222529.1
159303,恒生医疗ETF大成,148610448.8
159305,储能电池ETF广发,121794737.5
159306,汽车零部件ETF平安,3213913.5
159307,红利低波100ETF博时,90641797.2
159309,油气ETF汇添富,29879631.6
159310,芯片ETF天弘,72044705.4
159311,数字经济ETF易方达,5142006.8
159312,恒指港股通ETF广发,9982596.0
159315,黄金股ETF工银,16923843.2
159316,港股通创新药ETF易方达,768313922.1999999
159318,恒指港股通ETF银华,6110195.0
159320,电网设备ETF广发,81756733.19999999
159321,黄金股ETF华安,28876325.4
159322,黄金股ETF平安,6926238.899999999
159323,港股通汽车ETF华夏,23070766.4
159325,半导体ETF南方,342060856.0
159326,电网设备ETF华夏,1336521885.6
159327,半导体设备ETF万家,619541433.0
159328,家电ETF易方达,5812660.6
159329,沙特ETF南方,55287870.7
159330,沪深300ETF东财,20514562.5
159331,红利港股ETF国泰,4593733.7
159332,央企红利ETF富国,2453619.0
159333,港股央企红利ETF万家,8911389.5
159335,央企科创ETF融通,3230015.7
159336,央企红利ETF融通,6303299.2
159337,中证500ETF东财,16409013.1
159338,中证A500ETF国泰,3484203148.2999997
159339,A500ETF银华,108589761.4
159350,深证50ETF富国,86562022.8
159351,A500ETF嘉实,483971909.2
159352,A500ETF南方,3097937758.0
159353,中证A500ETF景顺,151805264.0
159355,800红利低波ETF华宝,2031040.2
159356,A500ETF万家,60453791.599999994
159357,A500ETF博时,19939610.799999997
159358,中证A500ETF大成,62036289.6
159359,A500ETF华安,23900487.6
159360,A500ETF天弘,84415331.0
159361,A500ETF易方达,1515240421.3
159362,A500ETF工银,38351511.1
159363,创业板人工智能ETF华宝,1508499212.4
159365,恒指港股通ETF富国,2591636.4
159366,港股医疗ETF永赢,91363830.1
159367,创业板50ETF华夏,20571303.6
159368,创业板新能源ETF华夏,296144380.5
159369,创业板50ETF易方达,27482778.0
159370,创50ETF工银,6248789.2
159371,创业板50ETF富国,14534485.499999998
159372,创业板50ETF万家,6035105.4
159373,创业板50ETF嘉实,74869757.3
159375,创业板50ETF国泰,22881495.0
159376,A500ETF浦银,20249285.4
159377,创业板医药ETF国泰,29102746.799999997
159378,通用航空ETF永赢,39764287.6
159379,A500ETF融通,1008025.6
159380,A500ETF东财,17280776.0
159381,创业板人工智能ETF华夏,480402627.2
159382,创业板人工智能ETF南方,191487725.0
159383,创业板50ETF华泰柏瑞,6605568.000000001
159385,数字经济ETF富国,16858273.0
159386,A500ETF永赢,29979417.6
159387,创业板新能源ETF国泰,380750335.2
159388,创业板人工智能ETF国泰,97639799.6
159389,数字经济ETF嘉实,15876444.3
159390,中证A50ETF国联,10565523.2
159391,大盘价值ETF博时,3937933.999999999
159392,航空ETF富国,7373942.600000001
159393,沪深300ETF万家,29465504.4
159395,信用债ETF大成,214990142.2
159396,信用债ETF博时,124061323.6
159397,信用债ETF广发,201719226.0
159398,信用债ETF天弘,1001341470.5
159399,现金流ETF国泰,148861336.0
159400,科创债ETF景顺,1826468336.7
159500,中证500ETF富国,17889258.400000002
159501,纳指ETF嘉实,134104190.6
159502,标普生物科技ETF嘉实,562108238.4
159505,国证2000ETF博时,5411771.2
159506,港股通创新药医疗ETF富国,392935969.4
159507,通信ETF广发,157175389.20000002
159508,生物医药ETF华安,15436795.4
159509,纳指科技ETF景顺,568519613.1999999
159510,沪深300价值ETF华夏,5104768.0
159511,通信ETF南方,39083166.3
159512,汽车ETF广发,14382500.0
159513,纳斯达克100ETF大成,146253009.6
159515,国企红利ETF鹏扬,1790025.6
159516,半导体设备ETF国泰,9646806189.9
159517,中证800增强ETF银华,2036388.4
159518,标普油气ETF嘉实,138957030.0
159519,港股国企ETF国泰,123429014.8
159520,消费龙头ETF工银,2574140.8
159521,国证2000ETF平安,5126475.0
159523,沪深300成长ETF华夏,9850921.6
159525,红利低波ETF富国,21845132.4
159526,机器人ETF嘉实,43509759.0
159527,云计算ETF广发,21547656.4
159528,国企改革ETF富国,777033.4
159529,标普消费ETF景顺,85001972.0
159530,机器人ETF易方达,1712786295.0
159531,中证2000ETF南方,125517687.9
159532,中证2000ETF易方达,35760614.4
159533,中证2000ETF博时,6462392.000000001
159535,中证2000ETF嘉实,8128504.5
159536,中证2000ETF汇添富,12339415.0
159537,信创ETF国泰,25757401.8
159538,信创ETF富国,52568055.3
159539,信创ETF广发,14929997.499999998
159540,信创ETF易方达,62849443.8
159541,创业板综ETF万家,19327335.6
159542,工程机械ETF大成,3557183.0
159543,国证2000ETF工银,4907479.6
159545,恒生红利低波ETF易方达,121533453.6
159546,集成电路ETF国泰,180250196.00000003
159547,红利低波ETF华夏,137938507.20000002
159549,红利低波ETF天弘,8685168.8
159550,互联网ETF东财,5901712.2
159551,机器人ETF国泰,28152374.1
159552,中证2000增强ETF招商,110333966.4
159553,中证2000增强ETF海富通,2256295.2
159555,中证2000增强ETF银华,7666176.0
159556,中证2000增强ETF平安,1419226.5
159557,恒生医疗ETF嘉实,74646264.0
159558,半导体设备ETF易方达,3884840072.7
159559,机器人ETF景顺,272987924.0
159560,芯片ETF景顺,67146327.2
159561,德国ETF嘉实,74958701.39999999
159562,黄金股ETF华夏,78192880.2
159563,创业板综ETF华夏,5534402.6
159565,汽车零部件ETF易方达,24908947.4
159566,储能电池ETF易方达,632670718.8000001
159567,港股创新药ETF银华,1297729152.0
159568,港股互联网ETF博时,18002583.0
159569,港股红利低波ETF景顺,29967809.4
159570,港股通创新药ETF汇添富,2930684206.6
159571,创业板200ETF富国,238219.2
159572,创业板200ETF易方达,24051888.0
159573,创业板200ETF华夏,31878005.4
159575,创业板200ETF银华,3241907.1
159576,深证100ETF广发,15144772.5
159577,美国50ETF汇添富,155298324.0
159578,深证主板50ETF南方,1480412.5
159581,红利ETF万家,19056232.2
159582,半导体ETF博时,232318680.0
159583,通信ETF富国,851407589.1
159586,计算机ETF南方,11839185.000000002
159587,粮食ETF广发,14600524.8
159588,石油ETF景顺,21666855.3
159589,红利ETF广发,9796000.0
159590,软件ETF汇添富,48037195.8
159591,A50ETF富国,32543408.7
159592,A50ETF银华,16280431.2
159593,中证A50ETF平安,54543081.5
159595,中证A50ETF大成,113126413.4
159596,A50ETF华宝,25662624.9
159597,创业板成长ETF易方达,32560389.4
159599,芯片ETF东财,559784188.0
159600,科创债ETF嘉实,8948947152.0
159601,A50ETF华夏,72515090.7
159602,中国A50ETF南方,11039057.5
159603,科创创业ETF天弘,15958290.6
159605,中概互联ETF广发,106583893.6
159606,中证500成长ETF易方达,17357742.6
159607,中概互联网ETF嘉实,57218845.5
159608,稀有金属ETF广发,198377756.2
159609,光伏ETF浦银,17914179.0
159610,中证500增强ETF景顺,13695297.0
159611,电力ETF广发,703831874.4
159612,标普500ETF国泰,22204206.9
159613,信息安全ETF嘉实,14696391.2
159615,恒生生物科技ETF南方,94414377.1
159616,农牧ETF建信,7431578.0
159617,中证500价值ETF华夏,2909379.0
159618,光伏ETF华安,3263588.7
159619,基建ETF国泰,3670042.0
159620,中证500成长ETF华夏,5471212.3
159621,ESGETF国泰,3432999.6
159622,创新药ETF东财,272223481.2
159623,成渝经济圈ETF博时,27779952.200000003
159625,绿色电力ETF嘉实,75699168.60000001
159627,A100ETF华夏,11661836.4
159628,国证2000ETF万家,143391139.79999998
159629,中证1000ETF富国,155650715.0
159630,A100ETF汇添富,549325.6
159631,A100ETF招商,9774030.5
159632,纳斯达克ETF华安,438210357.00000006
159633,中证1000ETF易方达,404527622.3
159635,基建ETF华夏,31244585.6
159636,港股通科技30ETF工银,518600698.6
159637,新能源车ETF东财,16943666.8
159638,高端装备ETF嘉实,79582301.7
159639,碳中和ETF南方,5392337.399999999
159640,碳中和龙头ETF工银,2824439.8
159641,碳中和ETF招商,4414081.8
159642,碳中和ETF大成,744225.9999999999
159643,疫苗ETF国泰,10684953.6
159645,疫苗ETF富国,1810217.6
159647,中药ETF鹏华,26038159.6
159649,国开债ETF华安,369194470.4
159650,国开债ETF博时,105268726.0
159651,国开债ETF平安,222200436.0
159652,有色ETF汇添富,144039157.0
159653,ESG300ETF国联安,49565.2
159655,标普500ETF华夏,192587194.5
159656,沪深300成长ETF万家,18157230.0
159657,疫苗ETF鹏华,2695378.4
159658,数字经济ETF华安,15744397.0
159659,纳斯达克100ETF招商,313824053.2
159660,纳指ETF汇添富,159369291.0
159661,A100ETF嘉实,10341391.5
159662,交运ETF南方,9811779.0
159663,机床ETF华夏,103843591.8
159665,半导体龙头ETF工银,130987374.0
159666,交通运输ETF华夏,20542013.6
159667,工业母机ETF国泰,496356886.2
159669,绿色电力ETF国泰,7283666.200000001
159670,消费50ETF国联安,1382310.3
159671,稀有金属ETF工银,66437879.6
159672,消费ETF博时,3930761.6
159673,沪深300ETF鹏华,38274618.3
159675,创业板增强ETF嘉实,13592810.0
159676,创业板增强ETF富国,14864236.4
159677,中证1000增强ETF银华,17950943.8
159678,500增强ETF博时,10629063.6
159679,中证1000增强ETF国泰,6211971.600000001
159680,中证1000增强ETF招商,72423567.6
159681,创业板50ETF鹏华,123154522.2
159682,创业板50ETF景顺,315289244.0
159685,1000增强ETF天弘,4539049.2
159686,A100ETF易方达,12805527.000000002
159687,亚太精选ETF南方,1255614141.6
159688,恒生互联网ETF华安,45134254.7
159689,消费ETF南方,1646115.2
159690,有色矿业ETF招商,26057185.0
159691,港股红利ETF工银,147860789.0
159692,证券ETF东财,292245921.6
159695,通信ETF嘉实,135137220.0
159696,纳指ETF易方达,84420185.5
159697,石油ETF鹏华,67924042.5
159698,粮食ETF鹏华,43562353.6
159699,恒生消费ETF广发,15401227.6
159700,科创债ETF南方,5219804392.4
159701,物联网ETF招商,3800216.0
159703,新材料ETF天弘,7214845.0
159706,深证100ETF华安,6632220.0
159707,地产ETF华宝,75385028.4
159708,红利ETF西部利得,13393894.0
159709,物联网ETF工银,2700940.5
159711,港股通50ETF华夏,12093999.6
159712,港股通50ETF国泰,14602838.1
159713,稀土ETF富国,70755921.0
159715,稀土ETF易方达,95332256.1
159716,深证100ETF华宝,3377028.8
159717,ESGETF鹏华,1639840.0000000002
159718,港股医药ETF平安,32899657.8
159719,国企ETF平安,4990414.0
159720,智能车ETF泰康,621737.0
159721,深证100ETF永赢,6235390.5
159723,科技龙头ETF汇添富,2894494.8000000003
159725,线上消费ETF工银,3824160.9
159726,港股通高股息ETF华夏,13168125.6
159728,在线消费ETF南方,5612475.4
159729,互联网ETF汇添富,907518.8
159730,家电ETF博时,1863310.4
159731,石化ETF华夏,97967665.4
159732,消费电子ETF华夏,781654582.6
159735,港股消费ETF银华,25629253.8
159736,食品饮料ETF天弘,33905984.0
159738,云计算ETF华泰柏瑞,30462138.000000004
159739,云计算ETF鹏华,35790844.6
159740,恒生科技ETF大成,435687842.2000001
159741,恒生科技ETF嘉实,27780952.6
159742,恒生科技ETF博时,49769404.8
159743,湖北ETF博时,2356791.1999999997
159745,建材ETF国泰,74312360.80000001
159747,香港科技ETF南方,19339086.0
159748,创新药ETF富国,175141424.9
159750,港股科技50ETF招商,31545924.6
159751,港股通科技ETF鹏华,12094856.2
159752,新能源ETF申万菱信,17760385.5
159755,电池ETF广发,434191491.3
159757,电池ETF景顺,18964107.0
159758,红利质量ETF华夏,76755918.39999999
159760,医疗健康ETF泰康,1890849.0
159761,新材料ETF国泰,29076224.4
159763,新材料ETF建信,11633076.0
159766,旅游ETF富国,171367491.60000002
159767,电池龙头ETF兴银,7421183.4
159768,房地产ETF银华,57400324.400000006
159770,机器人ETF天弘,235523253.0
159773,创业板科技ETF华泰柏瑞,7443072.0
159775,电池ETF建信,23503330.5
159776,港股医药ETF银华,18256659.0
159777,创科技ETF国联安,3716937.9
159778,工业互联网ETF鹏华,8986176.0
159779,消费电子ETF招商,27007322.0
159780,科创创业50ETF南方,208259676.9
159781,科创创业ETF易方达,867361785.5
159782,双创50ETF银华,55114614.8
159783,科创创业50ETF华夏,340199812.4
159786,VRETF银华,47779021.6
159787,建材ETF易方达,1751562.5
159788,港股通100ETF易方达,14899616.000000002
159790,碳中和ETF华夏,35700517.4
159791,300ESGETF华夏,6887813.6
159792,港股通互联网ETF富国,828764475.0
159793,线上消费ETF平安,214373.7
159795,智能汽车ETF汇添富,6941686.499999999
159796,电池ETF汇添富,391214801.9
159797,医疗器械ETF汇添富,5141386.2
159798,消费ETF易方达,17304608.1
159800,中证800ETF鹏华,2539740.4
159801,芯片ETF广发,610750438.4
159804,创中盘88ETF国寿,352777.0
159805,传媒ETF鹏华,34917565.0
159806,新能源车ETF国泰,19249576.5
159807,科技ETF易方达,126053685.0
159808,创100ETF融通,1298462.9
159810,创业板ETF浦银,5911453.8
159811,5GETF博时,62351856.0
159812,黄金ETF前海开源,10065241.6
159813,半导体ETF鹏华,852963957.3000001
159814,创业大盘ETF西部利得,50265772.8
159816,0-4年地方债ETF鹏华,3739346395.0
159819,人工智能ETF易方达,1269792832.0
159820,中证500ETF天弘,13113687.3
159821,创业板ETF中银证券,4528635.3
159822,新经济ETF银华,4643613.0
159824,新能源车ETF博时,5448230.1
159825,农业ETF富国,149781384.0
159827,农业ETF银华,5397215.4
159828,医疗ETF国泰,99482740.0
159830,金ETF天弘,22084438.0
159831,金ETF嘉实,29807870.4
159834,金ETF南方,22889256.9
159835,创新药ETF建信,46662336.0
159836,创业板300ETF天弘,2800894.4
159837,生物科技ETF易方达,79506437.39999999
159838,医药50ETF博时,7304833.800000001
159839,生物医药ETF汇添富,118497288.0
159840,锂电池ETF工银,94382457.2
159841,证券ETF天弘,1036216960.8
159842,券商ETF银华,878367733.3
159843,食品饮料ETF招商,11141436.6
159845,中证1000ETF华夏,1871586058.7
159847,医疗ETF易方达,41551587.0
159848,证券ETF国联安,17153750.6
159849,生物科技ETF招商,3963621.2
159850,恒生国企ETF华夏,4425653.0
159851,金融科技ETF华宝,599150655.0
159852,软件ETF嘉实,479838548.0
159855,影视ETF银华,10500819.0
159856,互联网龙头ETF工银,3024725.0000000005
159857,光伏ETF天弘,141197989.6
159858,创新药ETF南方,72744752.60000001
159859,生物医药ETF天弘,318388885.0
159861,碳中和50ETF国泰,9187308.9
159862,食品饮料ETF银华,3487850.4
159863,光伏ETF鹏华,6612126.4
159864,光伏ETF国泰,48743808.3
159865,养殖ETF国泰,363661263.9
159866,日经ETF工银,346215012.5
159867,养殖ETF鹏华,52608143.900000006
159869,游戏ETF华夏,896761611.5
159870,化工ETF鹏华,680812060.2
159871,有色ETF银华,65857433.99999999
159872,智能网联汽车ETF鹏华,1684706.4
159873,医疗设备ETF天弘,21426424.0
159875,新能源ETF嘉实,129349530.6
159876,有色ETF华宝,72787109.2
159877,医疗ETF南方,1665811.7
159880,有色ETF鹏华,38699690.0
159881,有色金属ETF国泰,13091670.0
159883,医疗器械ETF永赢,105176377.6
159885,碳中和ETF鹏华,1423519.0
159886,机械ETF富国,5769724.5
159887,银行ETF富国,76677415.5
159888,智能汽车ETF华夏,18783822.0
159889,智能汽车ETF国泰,1836125.2
159890,云计算ETF招商,29750150.5
159891,医疗ETF建信,14943300.0
159892,恒生医药ETF华夏,527749371.2000001
159895,物联网ETF易方达,3148520.4000000004
159896,物联网ETF南方,5737222.5
159898,医疗器械ETF招商,20007898.4
159899,软件ETF招商,26518989.3
159901,深证100ETF易方达,406161646.00000006
159902,中小100ETF华夏,14638607.0
159903,深成ETF南方,44052745.5
159905,红利ETF工银,31720574.1
159906,深成长ETF大成,16914326.5
159907,国证2000ETF广发,10986097.2
159908,创业板ETF博时,48031422.1
159909,TMT50ETF招商,12194914.8
159910,基本面120ETF嘉实,791197.6000000001
159912,深300ETF汇添富,1792587.6
159913,深价值ETF交银,541180.8
159915,创业板ETF易方达,5424624910.0
159916,基本面ETF建信,1707209.2
159918,中创400ETF嘉实,6109462.800000001
159919,沪深300ETF嘉实,2226699135.5
159920,恒生ETF华夏,157159398.2
159922,中证500ETF嘉实,334176570.0
159923,中证A100ETF大成,3310796.5
159925,沪深300ETF南方,63633573.6
159928,消费ETF汇添富,351230040.0
159929,医药ETF汇添富,153735024.0
159930,能源ETF汇添富,113740487.7
159931,金融地产ETF汇添富,1032665.2
159933,金融地产ETF国投瑞银,504059.5
159934,黄金ETF易方达,557895544.6
159935,中证500ETF景顺,4362930.0
159936,可选消费ETF广发,555837.3
159937,黄金ETF博时,499964075.00000006
159938,医药ETF广发,92311215.3
159939,信息技术ETF广发,119008827.6
159940,金融地产ETF广发,13023414.0
159941,纳指ETF广发,1504090658.0
159943,深证成指ETF大成,27730590.0
159944,材料ETF广发,5307418.0
159945,能源ETF广发,8815008.200000001
159948,创业板ETF南方,80552840.2
159949,创业板50ETF华安,2405920162.8
159952,创业板ETF广发,657952389.0
159954,恒生中国企业ETF南方,802642.5
159956,创业板ETF建信,9578505.2
159957,创业板ETF华夏,184455425.0
159958,创业板ETF工银,7519113.000000001
159959,央企ETF银华,590979.4
159960,恒生中国企业ETF平安,6821956.9
159961,深100ETF方正富邦,6889443.5
159964,创业板ETF平安,5287329.0
159965,央视50ETF国联,594188.7000000001
159966,创业板价值ETF华夏,9139810.3
159967,创业板成长ETF华夏,826181422.1999999
159968,中证500ETF博时,26091968.0
159970,深100ETF工银,915876.0
159971,创业板ETF富国,50405359.0
159972,5年地方债ETF鹏华,1117367143.2
159973,民企ETF弘毅远方,1433360.1
159974,央企创新ETF富国,2056437.0
159975,深100ETF招商,5038993.4
159976,湾创ETF工银,168044.5
159977,创业板ETF天弘,167753889.6
159980,有色ETF大成,416870852.99999994
159981,能源化工ETF建信,278930143.79999995
159982,中证500ETF鹏华,23399389.5
159985,豆粕ETF华夏,214360576.1
159991,创业板大盘ETF招商,5865887.999999999
159992,创新药ETF银华,1979438353.1
159993,证券ETF鹏华,544737551.3
159994,通信ETF银华,418551877.7999999
159995,芯片ETF华夏,2233962309.6
159996,家电ETF国泰,53962749.0
159997,电子ETF天弘,173230076.6
159998,计算机ETF天弘,178549486.5
161226,国投白银LOF,157667280.6
501018,南方原油LOF,82037236.19999999
510010,180治理ETF交银,48024.4
510020,超大盘ETF博时,5988817.5
510030,价值ETF华宝,6629275.2
510040,上证180ETF鹏华,4958960.8
510050,上证50ETF华夏,1763574088.4
510060,央企ETF工银,613504.5
510090,责任ETF建信,25302.2
510100,上证50ETF易方达,441589447.7999999
510130,上证中盘ETF易方达,4396266.0
510150,消费ETF招商,50067012.8
510160,产业升级ETF南方,1284848.4
510170,大宗商品ETF国联安,29379707.4
510180,上证180ETF华安,143262307.2
510190,上证50ETF华安,1239356.8
510200,上证券商ETF汇安,17725392.0
